Name,Address,City,State,ZIP_Code,URL,Phone
"Chesapeake ReStore- Columbia, HFH of the",8909 McGaw Ct,Columbia,US-MD,21045,www.chesapeakerestore.org,(410) 633-0506
Mon Valley HFH ReStore,1825 Earl L Core Rd,Morgantown,US-WV,26505,https://www.monvalleyhfh.org/restore,(304) 291-2991
Washington Co ReStore HFH,1001 East Maiden St,Washington,US-PA,15301,www.habitatwashpa.org/restore,(724) 503-4416
"Pittsburgh ReStore, HFH Greater",1913 Monongahela Ave,Pittsburgh,US-PA,15218,www.pittsburghhabitat.org/restore,(412) 244-7100
"Frederick County ReStore, HFH of",917 N East Street,Frederick,US-MD,21701,www.frederickhabitat.org/restore,(301) 662-2988
Washington County HFH ReStore,100 Charles St,Hagerstown,US-MD,21740,www.restorehagerstown.org,(301) 745-5457
Blue Ridge HFH Inc. ReStore,400 Battaile Drive,Winchester,US-VA,22601,www.Winchesterrestore.com,(540) 662-9704
"Franklin County ReStore, HFH of",1662 Lincoln Way East,Chambersburg,US-PA,17202,https://www.habitatfranklinpa.org/restore,(717) 491-1156
"Harrisburg Area, HFH of the Grt ReStore",800 Paxton Street,Harrisburg,US-PA,17104,https://harrisburghabitat.org/home/restore,(717) 480-5083
Eastern Shore of Virginia HFH ReStore,3271 Main St,Exmore,US-VA,23350,www.easternshorehabitat.org/habitat-restore.html,(757) 442-3500
"Grand Traverse Region ReStore, HFH",2487 Rice Street,Traverse City,US-MI,49684,www.habitatgtr.org/restore,(231) 944-1182
"Kent County ReStore North, HFH of",5920 Alpine Ave NW,Comstock Park,US-MI,49321,www.restoregr.org,(616) 647-9292
"Kent County ReStore South, HFH of",5701 S Division,Wyoming,US-MI,49548,www.restoregr.org,(616) 531-4591
Montcalm County HFH ReStore,124 W Grove St,Greenville,US-MI,48838,https://www.montcalmhabitat.com/restore,(616) 754-5014
Lakeshore HFH ReStore,12727 Riley St.,Holland,US-MI,49424,www.lakeshorehabitat.org,(616) 399-7006
Tri-Cities Area HFH ReStore,408 N. Ferry St.,Grand Haven,US-MI,49417,tricitieshabitat.org/restore_13.html,(616) 607-2300
"Clinton County ReStore, HFH of",2352 N US 27,Saint Johns,US-MI,48879,habitatclinton.org/the-restore,(989) 227-0000
"Lansing ReStore, HFH",1941 Benjamin Dr.,Lansing,US-MI,48906,https://www.habitatcr.org,(517) 374-6235
Livingston County HFH ReStore,7198 Grand River,Brighton,US-MI,48114-9347,www.livingstonhabitat.org/restore,(810) 220-9986
"Ingham ReStore, HFH of Gtr",954 East Grand River Road,Williamston,US-MI,48895,www.inghamhabitat.org/restore,(517) 655-1872
Macomb County  HFH ReStore,46660 Van Dyke,Shelby Charter Township,US-MI,48317,www.macombhabitat.org,(586) 263-1540
"Oakland Co ReStore, HFH of",3653 Highland Rd.,Waterford,US-MI,48328,www.habitatoakland.org/restore,(248) 338-8392
"Lapeer Co ReStore, HFH of",1633 N. Lapeer Road,Lapeer,US-MI,48446,www.lapeerhabitat.org,(810) 660-7823
Macomb County ReStore,23211 VanDyke,Warren,US-MI,48089,macombhabitat.org/restore,(586) 806-5604
"Oakland Co ReStore - Farmington, HFH",28575 Grand River Ave,Farmington Hills,US-MI,48336,www.habitatoakland.org/restores,(248) 442-2267
Genesee County HFH ReStore,101 Burton St.,Flint,US-MI,48503,www.geneseehabitat.org/ReStore.html,(810) 766-9089
Blue Water HFH ReStore,3524 Pine Grove Ave,Port Huron,US-MI,48060,www.bwhabitat.org/restore,(810) 364-6919
"Lapeer-Tuscola ReStore- Caro, HFH of",1521 W Caro Rd,Caro,US-MI,48723,www.lapeerhabitat.org/restore.html,(989) 325-1807
"Findlay/Hancock County ReStore, HFH of",1200 Commerce Pkwy,Findlay,US-OH,45840,www.habitatfindlay.org,(419) 429-1400
Cheboygan County HFH ReStore,9385 N Straits Highway,Cheboygan,US-MI,49721,www.habitatcheboygan.org/restore,(231) 597-9463
Northwest Michigan HFH ReStore,1840 M 119,Petoskey,US-MI,49770,www.northwestmihabitat.org,(231) 347-8440
Copper Country HFH ReStore,25971 Pine St.,Calumet,US-MI,49913,coppercountry.habitatrestores.org,(906) 337-0020
Copper Country HFH ReStore- Atlantic Mine,47298 Highway M-26,Atlantic Mine,US-MI,49905,coppercountry.habitatrestores.org,(906) 523-7160
Marquette County HFH ReStore,133 Carmen Dr,Marquette,US-MI,49855,www.mqthabitat.org,(906) 249-4416
"Menominee River ReStore, HFH",113 S Milwaukee St,Kingsford,US-MI,49802,www.restoreupmi.com,(906) 774-2867
"HiawathaLand, Inc. ReStore; HFH",401 Deer St,Manistique,US-MI,49854,www.hiawathalandhabitat.com/ReStore,(906) 341-1444
"Sawyer County ReStore, HFH of",10191N Greenwood Lane,Hayward,US-WI,54843,habitatsawyercounty.com,(715) 634-1340
Door County HFH ReStore,410 N 14th Ave,Sturgeon Bay,US-WI,54235,www.doorhabitat.org,(920) 743-2869
Wild Rivers HFH ReStore- Spooner,1357 North River Street,Spooner,US-WI,54801,www.wildrivershabitat.org,(715) 635-4771
Greater Green Bay HFH ReStore,1967 Allouez Avenue,Green Bay,US-WI,54311,www.restoregb.org,(920) 338-1650
North Star HFH ReStore,400 Sheridan Ave.,Sault Sainte Marie,US-MI,49783,www.northstarhabitat.org/restore,(906) 632-6616
Bay County HFH ReStore,519 Washington Ave.,Bay City,US-MI,48708,www.habitatbaycounty.org/restore.html,(989) 894-0415
Saginaw HFH ReStore,315 W. Holland Ave.,Saginaw,US-MI,48602,saginawrestore.com,(989) 754-9435
Ogemaw HFH ReStore,116 South 5th,West Branch,US-MI,48661,www.habitatgladwin.org,(989) 345-7085
Gladwin HFH ReStore,117 W Brown St.,Beaverton,US-MI,48612,www.habitatgladwin.org/restore,(989) 435-6630
Roscommon County HFH ReStore,1861 W Houghton Lk Dr,Prudenville,US-MI,48651,www.roscommoncountyhabitat.org,(989) 202-2477
Alpena Area HFH Restore,2118 Werth Road,Alpena,US-MI,49707,https://www.habitatnemi.org,(989) 354-5555
"Fox Cities Area HFH ReStore West, Greater",5402 W. Integrity Way,Appleton,US-WI,54913,www.appletonrestore.org,(920) 830-8400
"Fox Cities Area HFH ReStore, Greater",3000 E College Ave,Appleton,US-WI,54915,www.appletonrestore.org,(920) 830-8400
Oshkosh HFH ReStore,1640 S Koeller St,Oshkosh,US-WI,54902,www.habitatoshkosh.org,(920) 230-3535
"Mason County ReStore, HFH of",3408 W. U.S. 10,Ludington,US-MI,49431,masoncountyhabitat.org/restore.php,(231) 843-0396
Wild Rivers HFH ReStore- Saint Croix,2201 US Highway 8,Saint Croix Falls,US-WI,54024,www.wildrivershabitat.org,(715) 483-2700
Itasca County HFH ReStore,510 SE 11th Street,Grand Rapids,US-MN,55744,www.itascahabitat.org,(218) 999-9099
Firelands HFH ReStore,7602 Milan Rd,Sandusky,US-OH,44870,www.firelandshabitat.org/restore/index.php,(419) 621-2207
"Whatcom Co. Store- Bellingham, HFH in",1825 Cornwall Ave,Bellingham,US-WA,98225,www.hfhwhatcom.org/explore-our-store,(360) 778-2036
Clallam County HFH Store- Sequim,213 E Washington Street,Sequim,US-WA,98382,www.habitatclallam.org,(360) 681-6780
"Island County Store, HFH of",280 SE Pioneer Way Ste105,Oak Harbor,US-WA,98277,www.islandcountyhabitat.org/stores.html,(360) 675-8733
Skagit Habitat for Humanity Store,1022 Riverside Dr,Mount Vernon,US-WA,98273,www.skagithabitatstore.com,(360) 428-9402
"East Jefferson County Store, HFH of",2001 W Sims Way,Port Townsend,US-WA,98368,https://www.habitatejc.org/shop,(360) 385-9653
The Habitat Store Smokey Point,17020 Smokey Point Blvd,Arlington,US-WA,98223,https://habitatsnohomish.org/our-stores,(425) 659-1346
"East Jefferson County Store 2, HFH of",294963 Highway 101,Quilcene,US-WA,98376,https://www.habitatejc.org/shop,(360) 765-3520
"Anchorage ReStore, HFH",1200 W. Northern Lights Blvd,Anchorage,US-AK,99503,www.habitatanchorage.org/restore,(907) 743-8060
"Honolulu ReStore,HFH",922 Austin Lane #C-1,Honolulu,US-HI,96817,www.honoluluhabitat.org/restore,(808) 380-8617
"Leeward Oahu ReStore, HFH",91-291 Kalaeloa Blvd A 6-8,Kapolei,US-HI,96707,www.leewardhabitat.org,(808) 6828411
"Maui ReStore, HFH",1162 Lower Main Street,Wailuku,US-HI,96793,www.habitat-maui.org/restore,(808) 242-1140
"West Hawaii ReStore, HFH - Waimea",65-1259 Kawaihae Rd.,Waimea,US-HI,96743,www.habitathawaiiisland.org,(808) 885-9091
Hale Aloha O Hilo HFH ReStore,863 Iolani Ave,Hilo,US-HI,96720,www.habitathawaiiisland.org,(808) 935-6677
Truckee Meadows HFH ReStore,530 Greenbrae Drive,Sparks,US-NV,89431,habitatforhumanityreno.org/restore.html,(775) 323-5511
Nevada County HFH ReStore,12359 Loma Rica Dr,Grass Valley,US-CA,95945,https://nchabitat.org/habitat-restore,(530) 274-3761
El Dorado County Restore,6168 Pleasant Vly Rd,El Dorado,US-CA,95623,www.edchabitat.org/restore,(530) 621-3317
Foothills HFH ReStore,8292 Industrial Ave,Roseville,US-CA,95678,www.foothillshabitat.org,(916) 797-8673
"Yuba/Sutter ReStore, HFH",202 D Street,Marysville,US-CA,95901,www.yubasutterhabitat.org/restore,(530) 742-2727
Sacramento HFH Restore,819 N 10th St,Sacramento,US-CA,95811,habitatgreatersac.org/restore/sacrestore,(916) 440-1215
"Calaveras, HFH ReStore",770A Industrial Blvd,San Andreas,US-CA,95249,www.habitatcalaveras.org/restore,(209) 754-3234
"Butte Co ReStore, HFH of",220 Meyers St,Chico,US-CA,95928,www.buttehabitat.org/page/re-store.php,(530) 895-1271
"Tuolumne County ReStore, HFH of",14301 Mono Way,Sonora,US-CA,95370,www.habitattuolumne.org/the-restore,(209) 533-9080
"San Joaquin County ReStore, HFH of",4933 West Lane,Stockton,US-CA,95203,www.sjchabitat.org,(209) 463-1043
"Stanislaus Co. Restore-Kearney, HFH",630 Kearney Ave,Modesto,US-CA,95350,www.stanislaushabitat.org,(209) 575-4585
"Sonoma County ReStore, HFH of",1201 Piner Rd #500,Santa Rosa,US-CA,95403,www.habitatsoco.org/restore,(707) 568-3228
Solano-Napa ReStore HFH,104 Commerce Ct,Fairfield,US-CA,94534,www.solanonapahabitat.org/restore,(707) 863-0692
La Pine Sunriver HFH ReStore,52684 N Highway 97,La Pine,US-OR,97739,www.habitatlapinesunriver.org,(541) 536-3234
Bend Area HFH ReStore,244 NE Thurston,Bend,US-OR,97701,www.restorebend.org,(541) 312-6709
Sisters HFH ReStore 1,211 East Cascade Ave,Sisters,US-OR,97759,www.sistershabitat.org,(541) 549-1740
Sisters HFH ReStore 2,254 W Adams,Sisters,US-OR,97759,sistershabitat.org/shfh_005.htm,(541) 549-1621
Coos Bay Area HFH Restore,776 S Second St,Coos Bay,US-OR,97420,https://www.cooscountyhabitat.org,(541) 756-1600
Jefferson County HFH ReStore,84 SW K St,Madras,US-OR,97741,www.jeffcohabitat.org,(541) 475-9722
"Fresno County, HFH ReStore",1631 Railroad Ave,Clovis,US-CA,93612,www.restorefresno.org,(559) 237-7867
"Springfield-Eugene ReStore, HFH",1210 Oak Patch Rd,Eugene,US-OR,97402,www.habitatlane.org/restore,(541) 344-4809
Florence HFH ReStore,2016 Highway 101,Florence,US-OR,97439,www.florencehabitat.org/restore,(541) 997-5834
Junction City ReStore,177 West 6th Ave.,Junction City,US-OR,97448,www.jchmhabitat.org/the-restore.html,(541) 998-1139
"Concord ReStore, HFH","1500 Monument Blvd, Ste G-2",Concord,US-CA,94520,restore.habitatebsv.org,(800) 746-7090
Benton HFH ReStore,4840 Philomath Blvd,Corvallis,US-OR,97333,www.BentonHabitat.org/restore,(541) 752-6637
Lebanon Area HFH ReStore,566 Main St.,Lebanon,US-OR,97355,www.lebanonoregonhabitat.com,(541) 451-1234
"Oakland ReStore, HFH",9235 San Leandro St,Oakland,US-CA,94603,restore.habitatebsv.org,(800) 746-7090
"San Jose ReStore, HFH",1608 Las Plumas Ave,San Jose,US-CA,95133,restore.habitatebsv.org,(800) 746-7090
"Lincoln County ReStore - Newport, HFH",134 E. Olive St.,Newport,US-OR,97365,www.hfhlc.org,(541) 264-8585
Albany Area HFH ReStore,1225 SE 6th Ave,Albany,US-OR,97321,www.albanyareahfh.org/restore.htm,(541) 924-1450
"Fresno County, HFH ReStore - West",4065 W. Shaw Avenue,Fresno,US-CA,93722,www.habitatfresno.org/restore,(559) 380-0140
HFH of Tulare/Kings Counties ReStore- Hanford,415 W Lacey Blvd.,Hanford,US-CA,93230,www.hfhtkc.org/restore,(559) 772-4032
"Tulare County ReStore, HFH of",637 S Lovers Ln,Visalia,US-CA,93292,www.hfhtkc.org/restore,(559) 734-4056
"Monterey Bay, HFH - Monterey ReStore",4230 Gigling Road,Seaside,US-CA,93955,habitatmontereybay.org/restore,(831) 272-4830
